Position,Artist Name,Song Name,Days,Total Streams
4261,One Direction,Where Do Broken Hearts Go,34,3345002
4262,Twenty One Pilots,Choker,11,3341711
4263,Lil Uzi Vert,Come This Way,7,3339883
4264,Kehlani,All Me,11,3335549
4265,Lil Tecca,Out Of Luck,13,3335467
4266,Wiz Khalifa,You And Your Friends,57,3333666
4267,Lil Baby,Forever,9,3329915
4268,Redfoo,New Thang,32,3329905
4269,Justin Bieber,Habitual,7,3328007
4270,Ed Sheeran,Take Me Back to London,9,3327279
4271,Kane Brown,Like I Love Country Music,14,3323924
4272,Anitta,Downtown,15,3323261
4273,21 Savage,a&t,9,3318069
4274,Jessie J,Man With The Bag,9,3317332
4275,Billie Eilish,GOLDWING,8,3316425
4276,Post Malone,Only Wanna Be With You  Pokémon 25 Version,8,3316225
4277,Mac Miller,100 Grandkids,30,3311604
4278,Jonas Brothers,I Believe,9,3309348
4279,Kanye West,30 Hours,20,3308279
4280,Lil Uzi Vert,FOR FUN,13,3307861
4281,Lil Wayne,I Don't Sleep (ft. Takeoff),10,3307469
4282,Justin Bieber,All Around Me,7,3307453
4283,Britney Spears,Pretty Girls,34,3304037
4284,Melanie Martinez,Show & Tell,13,3294423
4285,Ariana Grande,blazed,8,3291726
4286,Kodak Black,Testimony,11,3288465
4287,Logic,Icy,7,3288006
4288,Bryson Tiller,SelfMade,12,3287581
4289,Carpenters,Merry Christmas Darling  Album Version/Remix,11,3287087
4290,Bing Crosby,The Little Drummer Boy  Remastered 2006,10,3282480
4291,Thomas Rhett,Life Changes,16,3281252
4292,Pentatonix,Dance of the Sugar Plum Fairy,26,3280796
4293,Lil Peep,Cry Alone,12,3279569
4294,Queen,Thank God It's Christmas  NonAlbum Single,8,3277654
4295,Taylor Swift,Ronan (Taylor's Version),7,3277110
4296,Future,Zoom,13,3275081
4297,Lil Pump,Molly,16,3268192
4298,ZAYN,Better,10,3267461
4299,DaBaby,REALLY,8,3267414
4300,Florida Georgia Line,This Is How We Roll,54,3265387
4301,Kelly Clarkson,Under The Mistletoe,9,3262026
4302,The Chainsmokers,Don't Say,11,3259153
4303,Future,CHICKENS,7,3257667
4304,YoungBoy Never Broke Again,Red Eye,8,3257184
4305,Logic,ICONIC (ft. Jaden Smith),8,3256480
4306,Trippie Redd,Hate Me,10,3253897
4307,Migos,CC,8,3246020
4308,YG,HANDGUN,12,3244661
4309,Jack Harlow,I'd Do Anything To Make You Smile,7,3243873
4310,Big Sean,Light,11,3234655
4311,21 Savage,No Opp Left Behind,8,3234291
4312,Eminem,Alfred  Interlude,7,3233218
4313,Brenda Lee,Rockin' Around the Christmas Tree  Rerecorded Version,25,3233030
4314,Imagine Dragons,On Top Of The World,53,3224701
4315,Gorillaz,Saturnz Barz,13,3224217
4316,Bad Bunny,De Museo,10,3222772
4317,Fall Out Boy,Immortals,45,3209927
4318,Justin Bieber,Second Emotion,7,3209589
4319,Jelly Roll,Son Of A Sinner,12,3204387
4320,Kayla Nicole,Bundles,14,3203317
4321,Grupo Frontera,No Se Va,10,3202808
4322,Future,Use Me,14,3200582
4323,Blake Shelton,Neon Light,48,3199670
4324,Katy Perry,Firework,19,3183368
4325,M83,Midnight City,40,3180318
4326,6LACK,Switch,13,3177358
4327,Playboi Carti,Vamp Anthem,9,3176114
4328,Russ,Are You Entertained,8,3174780
4329,Coldplay,Orphans,11,3172720
4330,Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],8,3172213
4331,Michael Bublé,Cold December Night,25,3170669
4332,Yo Gotti,Rake It Up,18,3170198
4333,Joji,NIGHT RIDER,7,3168805
4334,Kenny Loggins,Danger Zone,13,3163560
4335,John Mayer,Love on the Weekend,15,3149746
4336,Future,Incredible,13,3149581
4337,88rising,Midsummer Madness,14,3146548
4338,Chris Brown,Wrist,29,3146047
4339,Halsey,Still Learning,8,3142562
4340,DMX,Ruff Ryders' Anthem,6,3141984
4341,YG,In The Dark,9,3141090
4342,Morgan Wallen,Silverado For Sale,11,3138691
4343,Joyner Lucas,Will  Remix,12,3137876
4344,Eminem,I Will,8,3135556
4345,Post Malone,When I’m Alone,7,3130853
4346,Lil Yachty,BABY DADDY,10,3130010
4347,One Direction,Hey Angel,18,3129626
4348,alt,J  Breezeblocks,57,3124068
4349,Juice WRLD,Make It Back,8,3122519
4350,Lady Gaga,AYO,15,3121931
4351,Bad Bunny,HOY COBRÉ,7,3118832
4352,Joji,1AM FREESTYLE,7,3117596
4353,Justin Bieber,Running Over,7,3117372
4354,Kendrick Lamar,untitled 05 | 09.21.2014.,12,3117190
4355,J. Cole,03' Adolescence,32,3115766
4356,Kid Cudi,The Pale Moonlight,6,3109673
4357,Paramore,This Is Why,9,3109530
4358,Lil Uzi Vert,No Auto,7,3109330
4359,G,Eazy  One Of Them,21,3108571
4360,6ix9ine,MALA,8,3103586
4361,Juice WRLD,Big,8,3103124
4362,Shaggy,I Need Your Love,33,3101878
4363,Panic! At The Disco,LA Devotee,24,3101029
4364,J. Cole,January 28th,32,3099000
4365,Migos,Malibu,8,3097760
4366,Adele,Chasing Pavements,13,3095435
4367,Kanye West,Frank's Track,17,3094359
4368,Roddy Ricch,25 million,11,3088500
4369,Lil Adrei,Burberry faygo,9,3087417
4370,Taylor Swift,That’s When,7,3083215
4371,Ariana Grande,borderline,8,3080079
4372,John Mayer,I Guess I Just Feel Like,9,3076272
4373,Meek Mill,Stay Woke,12,3074359
4374,Outkast,Hey Ya!,19,3072649
4375,N.E.R.D,Lemon  Edit,16,3071087
4376,Future,Government Official,8,3069140
4377,Imagine Dragons,Shots,34,3067934
4378,Future,Worst Day,8,3067934
4379,Fall Out Boy,Fourth Of July,26,3067370
4380,Megan Thee Stallion,Pressurelicious,10,3065039
4381,BTS,UGH!,8,3063296
4382,Lorde,Yellow Flicker Beat,41,3062746
4383,Lil Uzi Vert,Demon High,8,3060822
4384,Fleetwood Mac,Landslide,14,3058835
4385,One Direction,Walking in the Wind,18,3057425
4386,The Chainsmokers,My Type,11,3055436
4387,Mariah Carey,O Holy Night,8,3049090
4388,A$AP Rocky,Fukk Sleep,8,3047787
4389,Migos,Too Much Jewelry,8,3047410
4390,Shakira,Hips Don't Lie,14,3046993
4391,DaBaby,BLAME IT ON BABY,7,3044685
4392,$uicideboy$,Genesis,9,3044292
4393,Kane Brown,Lose It,13,3044219
4394,ZAYN,Vibez,10,3042913
4395,BTS,IDOL,12,3042694
4396,Etta James,O Holy Night,7,3041640
4397,Luke Combs,What You See Is What You Get,10,3040970
4398,Juice WRLD,Relocate,7,3039532
4399,BTS,Filter,8,3038022
4400,Trippie Redd,YELL OH,8,3036879
4401,Jhené Aiko,None Of Your Concern,8,3034448
4402,Kygo,It Ain’t Me,4,3030008
4403,Kanye West,Low Lights,16,3028074
4404,2 Chainz,Big Amount,19,3026969
4405,Logic,Hit My Line,7,3026006
4406,6LACK,Balenciaga Challenge,10,3024849
4407,Ty Dolla $ign,Or Nah,56,3023824
4408,alt,J  Left Hand Free,47,3023798
4409,Lil Baby,UDigg,8,3021707
4410,Alessia Cara,Growing Pains,10,3017331
4411,Ed Sheeran,Visiting Hours,9,3015619
4412,Jack Harlow,Young Harleezy,7,3013463
4413,Trippie Redd,BANG!,9,3013147
4414,Mac Miller,Wings,10,3012555
4415,One Direction,Long Way Down,18,3008273
4416,NF,Leave Me Alone,9,3005807
4417,Bruno Mars,777,7,3002963
4418,Doja Cat,Payday,8,3000458
4419,Lil Uzi Vert,Money Spread,7,2996156
4420,Belly,Better Believe,8,2994003
4421,Miguel,Coffee,25,2993250
4422,Harry Styles,Meet Me in the Hallway,12,2989641
4423,Taylor Swift,Breathe,6,2984975
4424,Benny The Butcher,Johnny P's Caddy,9,2984850
4425,Lil Baby,On Me (Remix),9,2984541
4426,Dua Lipa,Be The One,18,2984255
4427,$uicideboy$,Materialism as a Means to an End,13,2984110
4428,Kendrick Lamar,Wesley's Theory,7,2981799
4429,Doja Cat,Naked,8,2980526
4430,YoungBoy Never Broke Again,No Where,9,2978509
4431,Tory Lanez,Shooters,14,2977326
4432,Carrie Underwood,Church Bells,25,2971951
4433,BTS,My Time,8,2970319
4434,HRVY,Personal,14,2967274
4435,Kanye West,Jesus Lord pt 2,6,2959509
4436,The Chainsmokers,Bloodstream,10,2952689
4437,Kygo,I'll Wait,10,2951528
4438,Justin Bieber,Available,7,2949978
4439,Mustard,100 Bands,10,2949593
4440,Keith Urban,The Fighter,19,2946846
4441,Lean Trap,La Modelo,14,2946201
4442,Logic,GP4,7,2945438
4443,Huncho Jack,Saint Laurent Mask,9,2944481
4444,Darlene Love,A Marshmallow World,6,2939446
4445,Harry Styles,Two Ghosts,12,2938521
4446,Harry Styles,Woman,12,2929995
4447,iLoveMemphis,"""Hit the Quan"" #HTQ",26,2929154
4448,BTS,Jamais Vu,8,2928538
4449,Lil Nas X,VOID,7,2928489
4450,NAV,Young Wheezy,8,2927056
4451,Logic,COMMANDO,7,2925504
4452,Polo G,My All,7,2922836
4453,Sam Hunt,Ex To See,36,2921535
4454,Young Thug,Floyd Mayweather,17,2917311
4455,Megan Thee Stallion,Her,10,2910750
4456,Shawn Mendes,Where Were You In The Morning?,10,2898639
4457,Mac Miller,Donald Trump,9,2898538
4458,21 Savage,Steppin On Niggas,7,2897755
4459,OMI,Cheerleader  Felix Jaehn vs Salaam Remi Remix,19,2896978
4460,Kesha,Woman,14,2895354
4461,Chance the Rapper,Blessings,18,2893519
4462,Lin,Manuel Miranda  My Shot,12,2893396
4463,Rihanna,Woo,23,2889824
4464,Chance the Rapper,Work Out,8,2887286
4465,YG,SWAG,8,2886585
4466,Rihanna,Same Ol’ Mistakes,23,2881628
4467,James Arthur,Naked,14,2880321
4468,Rod Wave,Yungen,8,2878159
4469,Kid Cudi,4 Da Kidz,6,2872841
4470,Cheat Codes,Only You,13,2872646
4471,Future,HOLY GHOST,7,2870492
4472,A Boogie Wit da Hoodie,Flood My Wrist,10,2869039
4473,Lana Del Rey,Young And Beautiful,38,2867394
4474,One Direction,18,33,2865060
4475,Khalid,Bluffin',8,2863553
4476,Joji,MODUS,7,2862755
4477,Maroon 5,Feelings,27,2862402
4478,Logic,100 Miles and Running (ft. Wale & John Lindahl),7,2859687
4479,Panic! At The Disco,Into the Unknown  Panic! At The Disco Version,11,2858602
4480,The Kid LAROI,Diva,11,2858129
4481,Bad Bunny,EL MUNDO ES MÍO,6,2853501
4482,Anitta,Me Gusta,9,2851071
4483,21 Savage,RIP Luv,7,2850453
4484,Rich The Kid,Money Talk,9,2848127
4485,K CAMP,1Hunnid,28,2848094
4486,Meek Mill,Pullin Up,21,2846586
4487,ZAYN,sHe,13,2840445
4488,Meek Mill,Monster,34,2839920
4489,Taylor Swift,All Too Well,9,2839698
4490,Nas,Cops Shot The Kid,7,2836755
4491,Tame Impala,It Might Be Time,9,2832826
4492,Kid Cudi,Lord I Know,6,2830853
4493,The Weeknd,Phantom Regret by Jim,7,2822528
4494,Taylor Swift,Tell Me Why (Taylor’s Version),6,2821290
4495,The Notorious B.I.G.,Hypnotize  2014 Remaster,12,2821181
4496,Stevie Wonder,Someday At Christmas,6,2820961
4497,Logic,Hallelujah,8,2819694
4498,Rich The Kid,Tic Toc,10,2818791
4499,Kid Ink,Ride Out,29,2817133
4500,Future,Real Baby Pluto,7,2814589
4501,Joey Bada$$,TEMPTATION,13,2813088
4502,Polo G,Clueless,8,2812193
4503,R. Kelly,Ignition (Remix),38,2810645
4504,Doja Cat,Love To Dream,8,2806648
4505,Joji,Dissolve,6,2806552
4506,Khalid,Motion,7,2806375
4507,Bad Bunny,LA DROGA,7,2805123
4508,Taylor Swift,You’re Not Sorry (Taylor’s Version),6,2803571
4509,Jack Harlow,I Got A Shot,7,2800707
4510,BIA,LONDON,9,2799533
4511,Meek Mill,Intro,7,2796945
4512,Fivio Foreign,Paris to Tokyo,8,2793979
4513,Bing Crosby,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear  Medley / Remastered 2006,6,2793192
4514,Pop Smoke,Snitching,7,2792651
4515,Travie McCoy,Golden,30,2791723
4516,Polo G,Toxic,7,2791297
4517,Red Hot Chili Peppers,Dark Necessities,18,2790352
4518,Avril Lavigne,Head Above Water,12,2790156
4519,Brett Young,Mercy,13,2787788
4520,Halsey,Eyes Closed,13,2786863
4521,Lady Gaga,911,7,2782177
4522,Ed Sheeran,Put It All on Me,8,2779647
4523,A Boogie Wit da Hoodie,Water (Drowning Pt. 2),7,2778933
4524,ZAYN,BeFoUr,18,2776373
4525,Trippie Redd,Snake Skin,7,2776098
4526,Post Malone,Euthanasia,6,2775873
4527,A$AP Rocky,Excuse Me,19,2774928
4528,Chris Stapleton,You Should Probably Leave,12,2773766
4529,Logic,Ink Blot,8,2769358
4530,Lil Peep,Life is Beautiful,9,2769025
4531,Kehlani,Can I,7,2766402
4532,Nate Ruess,Nothing Without Love,31,2760884
4533,MadeinTYO,I Want,21,2758962
4534,Ed Sheeran,1000 Nights,8,2757474
4535,Sofia Karlberg,Crazy in Love,37,2751788
4536,Eurythmics,Sweet Dreams (Are Made of This)  Remastered,9,2750853
4537,A Boogie Wit da Hoodie,Stain,7,2749206
4538,Bo Burnham,Content,11,2745028
4539,iann dior,V12,9,2743447
4540,Enrique Iglesias,EL BAÑO,14,2743173
4541,Halsey,Finally // beautiful stranger,9,2740706
4542,Tate McRae,working,11,2739258
4543,MAX,Blueberry Eyes,13,2737311
4544,Metro Boomin,Up To Something,7,2736193
4545,Lil Wayne,Mahogany,7,2736031
4546,Bryson Tiller,Don't Get Too High,9,2734553
4547,XXXTENTACION,schizophrenia,9,2732712
4548,DJ Snake,Selfish Love,8,2730272
4549,John Denver,We Wish You A Merry Christmas,6,2727461
4550,Mike WiLL Made,It  What That Speed Bout!?,8,2724797
4551,Anuel AA,Que Se Joda,8,2722902
4552,Bad Bunny,<3,7,2721360
4553,Future,Tycoon,9,2721310
4554,Bryson Tiller,Stay Blessed,11,2718826
4555,Diplo,Dance with Me,12,2717554
4556,Bhad Bhabie,Gucci Flip Flops,13,2717526
4557,G,Eazy  The Plan,12,2717142
4558,Lil Baby,Stand On It,7,2715478
4559,Morgan Wallen,Me On Whiskey,9,2713150
4560,Twenty One Pilots,Smithereens,8,2711939
4561,Pentatonix,Amazing Grace (My Chains Are Gone),8,2711213
4562,Logic,No Pressure  intro,6,2711112
4563,Beyoncé,MOVE,8,2707278
4564,A$AP Rocky,D.M.B.,7,2707136
4565,XXXTENTACION,vice city,8,2707098
4566,Avicii,Tough Love,8,2703603
4567,G,Eazy  Drop,9,2703532
4568,Tyga,MAMACITA,9,2702433
4569,DaBaby,LIGHTSKIN SH*T,6,2699503
4570,Lil Baby,Grace,7,2697734
4571,The Living Tombstone,My Ordinary Life,13,2696487
4572,Future,High Demand,10,2696222
4573,Lil Nas X,LIFE AFTER SALEM,7,2694516
4574,J. Cole,High For Hours,14,2694117
4575,Isaiah Rashad,From The Garden,8,2689815
4576,Daryl Hall & John Oates,You Make My Dreams,11,2688570
4577,Twenty One Pilots,Levitate,9,2687816
4578,Luke Bryan,Roller Coaster,45,2686198
4579,JID,Dance Now,9,2683569
4580,Panic! At The Disco,Roaring 20s,8,2683235
4581,21 Savage,Snitches & Rats (Interlude),6,2681840
4582,Miguel,Coffee (F***ing),27,2681654
4583,Playboi Carti,M3tamorphosis,7,2678856
4584,Dr. Dre,Forgot About Dre,8,2678337
4585,Lana Del Rey,Mariners Apartment Complex,9,2677352
4586,21 Savage,Said N Done,7,2676975
4587,6LACK,East Atlanta Love Letter,9,2676623
4588,Mac Miller,My Favorite Part,15,2676406
4589,Burl Ives,Rudolph The Red Nosed Reindeer,14,2672449
4590,Dreamville,Stick,7,2671791
4591,Leslie Odom Jr.,Wait for It,11,2671780
4592,DaBaby,PROLLY HEARD,7,2669146
4593,Sia,No New Friends,11,2667702
4594,Meek Mill,Respect The Game,7,2667062
4595,Drake,How Bout Now,6,2662955
4596,jxdn,Angels & Demons,11,2660985
4597,Selena Gomez,Vulnerable,7,2659771
4598,Young Thug,Mannequin Challenge,8,2658915
4599,DJ Khaled,Jealous,8,2658371
4600,Future,31 DAYS,8,2655790
4601,BROCKHAMPTON,NO HALO,7,2655785
4602,Meek Mill,Tic Tac Toe,7,2651817
4603,Polo G,Painting Pictures,7,2649851
4604,James Arthur,Rewrite The Stars,11,2644274
4605,Avicii,Hey Brother,11,2643789
4606,Megan Thee Stallion,Circles,7,2643098
4607,Kendrick Lamar,Institutionalized,7,2640239
4608,Joyner Lucas,Revenge,10,2639035
4609,Twenty One Pilots,Saturday,8,2638034
4610,Kendrick Lamar,These Walls,7,2636531
4611,BTS,Intro : Persona,8,2635632
4612,BTS,Louder than bombs,7,2633818
4613,The Chainsmokers,Family,9,2633563
4614,Kanye West,Life Of The Party,7,2630531
4615,Trippie Redd,I Tried Loving,8,2630052
4616,Ozuna,Del Mar,9,2628876
4617,Trippie Redd,MP5,7,2625798
4618,Trippie Redd,!,7,2625768
4619,Rauw Alejandro,2/Catorce,12,2625227
4620,Big Red Machine,Renegade,8,2624599
4621,French Montana,Bring Dem Things,13,2623593
4622,BTS,Fly To My Room,7,2622619
4623,Metro Boomin,Lesbian,7,2621653
4624,Quavo,BIGGEST ALLEY OOP,7,2621644
4625,Christina Aguilera,This Christmas,7,2621450
4626,SleazyWorld Go,Sleazy Flow,11,2620563
4627,Famous Dex,Nervous,10,2619725
4628,Drake,The Motion,6,2618864
4629,Joji,Tick Tock,7,2617431
4630,Harry Styles,Ever Since New York,11,2616199
4631,Polo G,Party Lyfe,8,2616115
4632,Jonas Brothers,Rollercoaster,8,2615654
4633,Tory Lanez,Who Needs Love,9,2613636
4634,Jack Harlow,Movie Star,6,2612864
4635,Demi Lovato,Really Don't Care,22,2612536
4636,Enrique Iglesias,DUELE EL CORAZON,22,2612019
4637,Quavo,LAMB TALK,11,2609634
4638,Chance the Rapper,Eternal,6,2609617
4639,K/DA,POP/STARS,11,2609517
4640,Big Sean,Paradise  Extended,27,2607575
4641,BLACKPINK,Typa Girl,7,2606708
4642,Billie Eilish,OverHeated,7,2606685
4643,Lorde,Sober,9,2604364
4644,Demi Lovato,Dancing With The Devil,9,2599733
4645,Imagine Dragons,Follow You,10,2598098
4646,Ski Mask The Slump God,Burn The Hoods,7,2596366
4647,Logic,Anziety,8,2596243
4648,Pusha T,Infrared,8,2593342
4649,NF,JUST LIKE YOU,8,2592204
4650,My Chemical Romance,The Foundations of Decay,5,2588910
4651,Machine Gun Kelly,all I know,8,2587689
4652,Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello),7,2587204
4653,Rixton,Me And My Broken Heart,35,2586011
4654,Jake Owen,Made For You,12,2585516
4655,Panic! At The Disco,(Fuck A) Silver Lining,9,2584305
4656,Gorillaz,Andromeda,11,2584084
4657,ayokay,Kings of Summer  Single Version,19,2583063
4658,Tory Lanez,Real Thing,12,2582189
4659,Nat King Cole,O Tannenbaum,6,2581975
4660,Coi Leray,BIG PURR (Prrdd),11,2581442
4661,Kacey Musgraves,simple times,7,2580370
4662,Mustard,Whole Lotta Lovin',21,2579198
4663,Eminem,Like Home,7,2577891
4664,Panic! At The Disco,Bohemian Rhapsody,19,2576561
4665,BTS,Blue & Grey,7,2576410
4666,$uicideboy$,Fucking Your Culture,8,2576408
4667,Sabrina Carpenter,Alien,13,2575274
4668,K CAMP,Lil Bit,33,2573236
4669,Lana Del Rey,Cinnamon Girl,8,2572714
4670,James Blake,Mile High,8,2572352
4671,Tyga,Haute,9,2569378
4672,$uicideboy$,1000 Blunts,8,2568913
4673,XXXTENTACION,Ex Bitch,7,2567221
4674,BTS,Telepathy,7,2566695
4675,Logic,YSIV,7,2565507
4676,Gorillaz,Ascension,10,2563478
4677,Lil Uzi Vert,Go Off,13,2562080
4678,Andrew Andraos,Amazing Grace,4,2561676
4679,Nicki Minaj,Fractions,7,2559947
4680,Lana Del Rey,Watercolor Eyes,8,2559890
4681,Future,WE JUS WANNA GET HIGH,6,2556310
4682,Eminem,From The D 2 The LBC,7,2556138
4683,Marshmello,Alone,10,2555309
4684,Jack Harlow,Side Piece,6,2552215
4685,Lil Peep,Sex with My Ex,7,2551967
4686,Trouble,Bring It Back,12,2549468
4687,Huncho Jack,Go,8,2549149
4688,Lady Gaga,Alice,6,2548953
4689,Drake,Trust Issues,6,2546664
4690,Pop Smoke,West Coast Shit,7,2545924
4691,21 Savage,Run Up the Racks,8,2543477
4692,Dreamville,Wells Fargo,7,2539859
4693,Tinashe,Player,25,2538517
4694,TOOL,Fear Inoculum,7,2537864
4695,Ty Dolla $ign,Or Nah,22,2537050
4696,Gunna,TOP FLOOR,7,2534548
4697,Migos,Fight Night,42,2533473
4698,Taylor Swift,Don’t You (Taylor’s Version) (From The Vault),6,2531403
4699,Taylor Swift,We Were Happy (Taylor’s Version) (From The Vault),6,2530194
4700,Meek Mill,Check,21,2530156
4701,Lil Durk,Mad Max,8,2529456
4702,Jeremih,Tonight Belongs To U!,26,2528072
4703,Trippie Redd,Forever Ever,7,2527059
4704,Jeremy Zucker,you were good to me (bonus track),12,2525981
4705,Trippie Redd,Loyalty Before Royalty,8,2525780
4706,Bad Bunny,Hablamos Mañana,7,2524784
4707,Lil Baby,All In,8,2523123
4708,Pop Smoke,Bad Bitch From Tokyo (Intro),6,2520737
4709,Juice WRLD,Feel Alone,6,2520253
4710,Pharrell Williams,Freedom,27,2519009
4711,BROCKHAMPTON,BOY BYE,8,2518676
4712,Future,VOODOO,6,2517758
4713,Drake,Pop Style,4,2517650
4714,Sam Smith,Nothing Left For You,8,2517602
4715,iann dior,thought it was,8,2516103
4716,Lil Uzi Vert,How To Talk,8,2514306
4717,Tiësto,Secrets,25,2513066
4718,Quavo,RERUN,7,2512755
4719,JID,Off Deez,9,2512000
4720,Blake Shelton,Lonely Tonight,37,2509989
4721,Meghan Trainor,My Kind Of Present,6,2508381
4722,Pusha T,Hard Piano,8,2507977
4723,Migos,What The Price,10,2507660
4724,Selena Gomez,Crowded Room,7,2505218
4725,Wyclef Jean,Divine Sorrow,37,2504557
4726,Sam Smith,No Peace,10,2504528
4727,Trippie Redd,Demon Time,7,2503491
4728,Lil Baby,Belly (Lil Baby & Gunna),7,2502978
4729,Justin Timberlake,Man of the Woods,7,2501762
4730,Shakin' Stevens,Merry Christmas Everyone,6,2500731
4731,Lil Tecca,Amigo,10,2500630
4732,Kehlani,up at night,8,2499619
4733,Sam Hunt,Breaking Up Was Easy In The 90's,11,2498748
4734,BTS,Disease,7,2496347
4735,Future,Transformer,7,2496018
4736,Halsey,3am,7,2495150
4737,Luke Combs,Refrigerator Door,9,2494468
4738,Metro Boomin,10AM/Save The World,7,2493567
4739,Paramore,Still Into You,12,2493266
4740,Kali Uchis,fue mejor,8,2486609
4741,A$AP Rocky,Buck Shots,7,2486328
4742,John Mayer,Shot in the Dark,7,2486241
4743,Rich The Kid,Lost It,11,2486073
4744,Trippie Redd,Super Cell,7,2485063
4745,Juice WRLD,Until The Plug Comes Back Around,6,2484896
4746,Morgan Wallen,Blame It On Me,8,2484064
4747,Future,No Cap,8,2482260
4748,Playboi Carti,New N3on,6,2481701
4749,DaBaby,THERE HE GO,7,2480716
4750,Frank Ocean,Solo,16,2479689
4751,Nicki Minaj,Get On Your Knees,33,2478798
4752,Mariah Carey,Oh Santa!,7,2474555
4753,Beyoncé,Halo,16,2474299
4754,iann dior,Sick and Tired,10,2473675
4755,Chris Lane,Fix,21,2473033
4756,Meek Mill,Letter To Nipsey,8,2472873
4757,BTS,00:00 (Zero O’Clock),7,2471548
4758,Huncho Jack,Moon Rock,8,2469718
